campeonato,ano,rodada,data,mandante,visitante,placar
brasileiro-a,2008,38,07.12. 16:00,Cruzeiro,Portuguesa,4 : 1
brasileiro-a,2008,38,07.12. 16:00,Figueirense,Internacional,3 : 1
brasileiro-a,2008,38,07.12. 16:00,Fluminense,Ipatinga,1 : 1
brasileiro-a,2008,38,07.12. 16:00,Goias,São Paulo,0 : 1
brasileiro-a,2008,38,07.12. 16:00,Grêmio,Atlético-MG,2 : 0
brasileiro-a,2008,38,07.12. 16:00,Palmeiras,Botafogo,0 : 1
brasileiro-a,2008,38,07.12. 16:00,Santos,Náutico,0 : 0
brasileiro-a,2008,38,07.12. 16:00,Sport Recife,Coritiba,4 : 3
brasileiro-a,2008,38,07.12. 16:00,Vasco,Vitória,0 : 2
brasileiro-a,2008,37,30.11. 16:00,Atlético-MG,Santos,0 : 0
brasileiro-a,2008,37,30.11. 16:00,Botafogo,Figueirense,1 : 3
brasileiro-a,2008,37,30.11. 16:00,Coritiba,Vasco,0 : 2
brasileiro-a,2008,37,30.11. 16:00,Flamengo,Goias,3 : 3
brasileiro-a,2008,37,30.11. 16:00,Internacional,Cruzeiro,1 : 0
brasileiro-a,2008,37,30.11. 16:00,Ipatinga,Grêmio,1 : 4
brasileiro-a,2008,37,30.11. 16:00,Náutico,Atlético-PR,2 : 1
brasileiro-a,2008,37,30.11. 16:00,Portuguesa,Sport Recife,2 : 2
brasileiro-a,2008,37,30.11. 16:00,São Paulo,Fluminense,1 : 1
brasileiro-a,2008,37,30.11. 16:00,Vitória,Palmeiras,0 : 0
brasileiro-a,2008,36,23.11. 18:10,Internacional,Fluminense,0 : 2
brasileiro-a,2008,36,23.11. 18:10,Palmeiras,Ipatinga,2 : 0
brasileiro-a,2008,36,23.11. 18:10,Sport Recife,Atlético-MG,3 : 0
brasileiro-a,2008,36,23.11. 16:00,Cruzeiro,Flamengo,3 : 2
brasileiro-a,2008,36,23.11. 16:00,Vasco,São Paulo,1 : 2
brasileiro-a,2008,36,23.11. 16:00,Vitória,Grêmio,4 : 2
brasileiro-a,2008,36,22.11. 17:30,Botafogo,Atlético-PR,2 : 2
brasileiro-a,2008,36,22.11. 17:30,Coritiba,Santos,5 : 1
brasileiro-a,2008,36,22.11. 17:30,Portuguesa,Goias,0 : 0
brasileiro-a,2008,36,20.11. 19:30,Figueirense,Náutico,4 : 3
brasileiro-a,2008,35,16.11. 18:10,Atlético-PR,Vitória,2 : 1
brasileiro-a,2008,35,16.11. 18:10,Grêmio,Coritiba,2 : 1
brasileiro-a,2008,35,16.11. 18:10,Santos,Internacional,1 : 0
brasileiro-a,2008,35,16.11. 16:00,Flamengo,Palmeiras,5 : 2
brasileiro-a,2008,35,16.11. 16:00,Goias,Botafogo,3 : 1
brasileiro-a,2008,35,16.11. 16:00,São Paulo,Figueirense,3 : 1
brasileiro-a,2008,35,15.11. 17:30,Fluminense,Portuguesa,3 : 1
brasileiro-a,2008,35,15.11. 17:30,Ipatinga,Sport Recife,3 : 0
brasileiro-a,2008,35,15.11. 17:30,Náutico,Cruzeiro,5 : 2
brasileiro-a,2008,35,12.11. 21:00,Atlético-MG,Vasco,4 : 1
brasileiro-a,2008,34,09.11. 18:10,Botafogo,Flamengo,0 : 1
brasileiro-a,2008,34,09.11. 18:10,Internacional,Ipatinga,4 : 0
brasileiro-a,2008,34,09.11. 18:10,Vitória,Atlético-MG,0 : 1
brasileiro-a,2008,34,09.11. 16:00,Coritiba,Náutico,0 : 0
brasileiro-a,2008,34,09.11. 16:00,Cruzeiro,Fluminense,1 : 0
brasileiro-a,2008,34,09.11. 16:00,Palmeiras,Grêmio,0 : 1
brasileiro-a,2008,34,09.11. 16:00,Sport Recife,Goias,2 : 1
brasileiro-a,2008,34,08.11. 17:30,Figueirense,Atlético-PR,0 : 2
brasileiro-a,2008,34,08.11. 17:30,Portuguesa,São Paulo,2 : 3
brasileiro-a,2008,34,08.11. 17:30,Vasco,Santos,1 : 0
brasileiro-a,2008,33,05.11. 19:00,Figueirense,Fluminense,0 : 1
brasileiro-a,2008,33,02.11. 18:10,Fluminense,Vasco,0 : 1
brasileiro-a,2008,33,02.11. 18:10,Grêmio,Figueirense,1 : 1
brasileiro-a,2008,33,02.11. 18:10,São Paulo,Internacional,3 : 0
brasileiro-a,2008,33,02.11. 16:00,Atlético-MG,Botafogo,2 : 1
brasileiro-a,2008,33,02.11. 16:00,Atlético-PR,Sport Recife,1 : 0
brasileiro-a,2008,33,02.11. 16:00,Goias,Cruzeiro,3 : 0
brasileiro-a,2008,33,02.11. 16:00,Santos,Palmeiras,1 : 2
brasileiro-a,2008,33,01.11. 17:30,Flamengo,Portuguesa,2 : 2
brasileiro-a,2008,33,01.11. 17:30,Ipatinga,Coritiba,2 : 0
brasileiro-a,2008,32,01.11. 17:30,Náutico,Vitória,1 : 0
brasileiro-a,2008,32,30.10. 19:30,Sport Recife,Santos,1 : 1
brasileiro-a,2008,32,30.10. 19:30,Vasco,Atlético-PR,2 : 2
brasileiro-a,2008,32,29.10. 20:50,Botafogo,São Paulo,1 : 2
brasileiro-a,2008,32,29.10. 20:50,Cruzeiro,Grêmio,3 : 0
brasileiro-a,2008,32,29.10. 20:50,Vitória,Flamengo,0 : 0
brasileiro-a,2008,32,29.10. 19:30,Internacional,Náutico,1 : 1
brasileiro-a,2008,32,29.10. 19:30,Palmeiras,Goias,1 : 0
brasileiro-a,2008,32,29.10. 18:30,Coritiba,Atlético-MG,2 : 1
brasileiro-a,2008,32,29.10. 18:30,Portuguesa,Ipatinga,2 : 0
brasileiro-a,2008,31,25.10. 17:20,Atlético-MG,Internacional,2 : 2
brasileiro-a,2008,31,25.10. 17:20,Atlético-PR,Cruzeiro,1 : 0
brasileiro-a,2008,31,25.10. 17:20,Náutico,Portuguesa,1 : 1
brasileiro-a,2008,31,25.10. 17:20,Santos,Figueirense,3 : 0
brasileiro-a,2008,31,25.10. 15:00,Fluminense,Palmeiras,3 : 0
brasileiro-a,2008,31,25.10. 15:00,Ipatinga,Botafogo,0 : 3
brasileiro-a,2008,31,23.10. 19:30,Flamengo,Coritiba,5 : 0
brasileiro-a,2008,31,23.10. 19:30,Grêmio,Sport Recife,1 : 0
brasileiro-a,2008,31,23.10. 19:30,São Paulo,Vitória,2 : 1
brasileiro-a,2008,31,22.10. 21:00,Goias,Vasco,2 : 4
brasileiro-a,2008,30,19.10. 17:10,Portuguesa,Grêmio,2 : 0
brasileiro-a,2008,30,19.10. 17:10,Sport Recife,Náutico,2 : 2
brasileiro-a,2008,30,19.10. 17:10,Vasco,Flamengo,0 : 1
brasileiro-a,2008,30,19.10. 15:00,Atlético-MG,Cruzeiro,0 : 2
brasileiro-a,2008,30,19.10. 15:00,Coritiba,Goias,1 : 1
brasileiro-a,2008,30,19.10. 15:00,Palmeiras,São Paulo,2 : 2
brasileiro-a,2008,30,19.10. 15:00,Vitória,Fluminense,2 : 2
brasileiro-a,2008,30,18.10. 18:20,Botafogo,Santos,0 : 1
brasileiro-a,2008,30,18.10. 18:20,Figueirense,Ipatinga,1 : 1
brasileiro-a,2008,30,18.10. 18:20,Internacional,Atlético-PR,2 : 1
brasileiro-a,2008,29,11.10. 18:20,Atlético-PR,Fluminense,1 : 3
brasileiro-a,2008,29,11.10. 18:20,Flamengo,Atlético-MG,0 : 3
brasileiro-a,2008,29,11.10. 18:20,Goias,Internacional,1 : 1
brasileiro-a,2008,29,11.10. 18:20,Portuguesa,Coritiba,0 : 0
brasileiro-a,2008,29,09.10. 20:30,Botafogo,Vitória,3 : 1
brasileiro-a,2008,29,09.10. 20:30,Cruzeiro,Ipatinga,1 : 0
brasileiro-a,2008,29,09.10. 20:30,São Paulo,Náutico,1 : 0
brasileiro-a,2008,29,08.10. 22:00,Figueirense,Palmeiras,0 : 0
brasileiro-a,2008,29,08.10. 22:00,Grêmio,Santos,2 : 0
brasileiro-a,2008,29,08.10. 22:00,Sport Recife,Vasco,2 : 2
brasileiro-a,2008,28,04.10. 18:20,Coritiba,Internacional,4 : 2
brasileiro-a,2008,28,04.10. 18:20,Náutico,Flamengo,0 : 2
brasileiro-a,2008,28,04.10. 18:20,Santos,Atlético-PR,4 : 0
brasileiro-a,2008,28,04.10. 18:20,Vasco,Figueirense,2 : 4
brasileiro-a,2008,28,04.10. 16:00,Grêmio,Botafogo,2 : 1
brasileiro-a,2008,28,04.10. 16:00,Ipatinga,São Paulo,1 : 3
brasileiro-a,2008,28,04.10. 16:00,Palmeiras,Atlético-MG,3 : 1
brasileiro-a,2008,28,02.10. 20:30,Cruzeiro,Sport Recife,1 : 0
brasileiro-a,2008,28,02.10. 20:30,Vitória,Portuguesa,3 : 1
brasileiro-a,2008,28,01.10. 20:30,Fluminense,Goias,1 : 1
brasileiro-a,2008,27,28.09. 18:10,Botafogo,Fluminense,1 : 1
brasileiro-a,2008,27,28.09. 18:10,Internacional,Grêmio,4 : 1
brasileiro-a,2008,27,28.09. 18:10,Santos,Portuguesa,1 : 1
brasileiro-a,2008,27,28.09. 16:00,Coritiba,Atlético-PR,1 : 1
brasileiro-a,2008,27,28.09. 16:00,Ipatinga,Vasco,3 : 1
brasileiro-a,2008,27,28.09. 16:00,Náutico,Palmeiras,0 : 0
brasileiro-a,2008,27,28.09. 16:00,São Paulo,Cruzeiro,2 : 0
brasileiro-a,2008,27,27.09. 18:20,Atlético-MG,Figueirense,0 : 0
brasileiro-a,2008,27,27.09. 18:20,Flamengo,Sport Recife,2 : 1
brasileiro-a,2008,27,27.09. 18:20,Goias,Vitória,3 : 0
brasileiro-a,2008,26,21.09. 18:10,Flamengo,Ipatinga,1 : 0
brasileiro-a,2008,26,21.09. 18:10,Internacional,Vitória,1 : 0
brasileiro-a,2008,26,21.09. 18:10,Palmeiras,Vasco,2 : 0
brasileiro-a,2008,26,21.09. 16:00,Atlético-PR,Grêmio,0 : 0
brasileiro-a,2008,26,21.09. 16:00,Figueirense,Cruzeiro,3 : 4
brasileiro-a,2008,26,21.09. 16:00,Portuguesa,Botafogo,3 : 1
brasileiro-a,2008,26,21.09. 16:00,Sport Recife,São Paulo,0 : 0
brasileiro-a,2008,26,20.09. 18:20,Atlético-MG,Náutico,2 : 1
brasileiro-a,2008,26,20.09. 18:20,Fluminense,Coritiba,2 : 3
brasileiro-a,2008,26,20.09. 18:20,Goias,Santos,4 : 1
brasileiro-a,2008,25,14.09. 18:10,Botafogo,Internacional,1 : 2
brasileiro-a,2008,25,14.09. 18:10,Santos,Fluminense,2 : 1
brasileiro-a,2008,25,14.09. 18:10,Vitória,Coritiba,1 : 0
brasileiro-a,2008,25,14.09. 16:00,Cruzeiro,Palmeiras,0 : 1
brasileiro-a,2008,25,14.09. 16:00,São Paulo,Flamengo,2 : 0
brasileiro-a,2008,25,14.09. 16:00,Sport Recife,Figueirense,5 : 0
brasileiro-a,2008,25,14.09. 16:00,Vasco,Náutico,1 : 3
brasileiro-a,2008,25,13.09. 18:20,Atlético-PR,Portuguesa,2 : 0
brasileiro-a,2008,25,13.09. 18:20,Grêmio,Goias,1 : 2
brasileiro-a,2008,25,13.09. 18:20,Ipatinga,Atlético-MG,3 : 2
brasileiro-a,2008,24,06.09. 18:20,Coritiba,Botafogo,0 : 1
brasileiro-a,2008,24,06.09. 18:20,Fluminense,Grêmio,0 : 0
brasileiro-a,2008,24,06.09. 18:20,Internacional,Portuguesa,1 : 0
brasileiro-a,2008,24,06.09. 18:20,Náutico,Ipatinga,2 : 0
brasileiro-a,2008,24,04.09. 20:30,Palmeiras,Sport Recife,0 : 3
brasileiro-a,2008,24,04.09. 20:30,Vasco,Cruzeiro,1 : 3
brasileiro-a,2008,24,03.09. 22:00,Atlético-MG,São Paulo,1 : 1
brasileiro-a,2008,24,03.09. 22:00,Figueirense,Flamengo,2 : 3
brasileiro-a,2008,24,03.09. 22:00,Santos,Vitória,2 : 0
brasileiro-a,2008,24,03.09. 19:30,Goias,Atlético-PR,4 : 0
brasileiro-a,2008,23,31.08. 18:10,Cruzeiro,Coritiba,1 : 1
brasileiro-a,2008,23,31.08. 18:10,Flamengo,Fluminense,2 : 2
brasileiro-a,2008,23,31.08. 18:10,Portuguesa,Atlético-MG,1 : 1
brasileiro-a,2008,23,31.08. 16:00,Atlético-PR,Palmeiras,1 : 2
brasileiro-a,2008,23,31.08. 16:00,Grêmio,Vasco,2 : 1
brasileiro-a,2008,23,31.08. 16:00,São Paulo,Santos,0 : 0
brasileiro-a,2008,23,31.08. 16:00,Sport Recife,Internacional,1 : 0
brasileiro-a,2008,23,30.08. 18:20,Botafogo,Náutico,1 : 1
brasileiro-a,2008,23,30.08. 18:20,Goias,Figueirense,2 : 0
brasileiro-a,2008,23,30.08. 18:20,Vitória,Ipatinga,0 : 0
brasileiro-a,2008,22,24.08. 18:10,Atlético-MG,Atlético-PR,4 : 0
brasileiro-a,2008,22,24.08. 18:10,Náutico,Grêmio,1 : 1
brasileiro-a,2008,22,24.08. 18:10,Vasco,Botafogo,1 : 1
brasileiro-a,2008,22,24.08. 16:00,Coritiba,São Paulo,2 : 2
brasileiro-a,2008,22,24.08. 16:00,Internacional,Flamengo,1 : 1
brasileiro-a,2008,22,24.08. 16:00,Ipatinga,Goias,1 : 0
brasileiro-a,2008,22,24.08. 16:00,Palmeiras,Portuguesa,4 : 2
brasileiro-a,2008,22,24.08. 16:00,Santos,Cruzeiro,2 : 0
brasileiro-a,2008,22,23.08. 18:20,Figueirense,Vitória,1 : 2
brasileiro-a,2008,22,23.08. 18:20,Fluminense,Sport Recife,1 : 1
brasileiro-a,2008,21,21.08. 20:30,Atlético-MG,Goias,1 : 1
brasileiro-a,2008,21,21.08. 20:30,Flamengo,Grêmio,2 : 1
brasileiro-a,2008,21,21.08. 20:30,Portuguesa,Vasco,0 : 1
brasileiro-a,2008,21,20.08. 22:00,Internacional,Palmeiras,4 : 1
brasileiro-a,2008,21,20.08. 22:00,Ipatinga,Santos,1 : 1
brasileiro-a,2008,21,20.08. 22:00,Náutico,Fluminense,1 : 3
brasileiro-a,2008,21,20.08. 20:30,Botafogo,Cruzeiro,1 : 0
brasileiro-a,2008,21,20.08. 20:30,São Paulo,Atlético-PR,3 : 1
brasileiro-a,2008,21,20.08. 19:30,Coritiba,Figueirense,3 : 0
brasileiro-a,2008,21,20.08. 19:30,Vitória,Sport Recife,0 : 0
brasileiro-a,2008,20,17.08. 18:10,Fluminense,Atlético-MG,1 : 0
brasileiro-a,2008,20,17.08. 18:10,Palmeiras,Coritiba,1 : 0
brasileiro-a,2008,20,17.08. 18:10,Sport Recife,Botafogo,0 : 1
brasileiro-a,2008,20,17.08. 16:00,Goias,Náutico,3 : 0
brasileiro-a,2008,20,17.08. 16:00,Grêmio,São Paulo,1 : 0
brasileiro-a,2008,20,17.08. 16:00,Santos,Flamengo,2 : 2
brasileiro-a,2008,20,17.08. 16:00,Vasco,Internacional,4 : 0
brasileiro-a,2008,20,16.08. 18:20,Atlético-PR,Ipatinga,5 : 0
brasileiro-a,2008,20,16.08. 18:20,Cruzeiro,Vitória,2 : 1
brasileiro-a,2008,20,16.08. 18:20,Figueirense,Portuguesa,2 : 1
brasileiro-a,2008,19,10.08. 18:10,Internacional,Figueirense,1 : 1
brasileiro-a,2008,19,10.08. 18:10,Ipatinga,Fluminense,2 : 1
brasileiro-a,2008,19,10.08. 18:10,Náutico,Santos,1 : 0
brasileiro-a,2008,19,10.08. 16:00,Botafogo,Palmeiras,1 : 0
brasileiro-a,2008,19,10.08. 16:00,Coritiba,Sport Recife,3 : 0
brasileiro-a,2008,19,10.08. 16:00,Portuguesa,Cruzeiro,2 : 1
brasileiro-a,2008,19,10.08. 16:00,Vitória,Vasco,5 : 0
brasileiro-a,2008,19,09.08. 18:20,Atlético-MG,Grêmio,0 : 4
brasileiro-a,2008,19,09.08. 18:20,Flamengo,Atlético-PR,1 : 0
brasileiro-a,2008,19,09.08. 18:20,São Paulo,Goias,2 : 1
brasileiro-a,2008,18,07.08. 20:30,Cruzeiro,Internacional,2 : 0
brasileiro-a,2008,18,07.08. 20:30,Figueirense,Botafogo,1 : 2
brasileiro-a,2008,18,07.08. 20:30,Palmeiras,Vitória,3 : 0
brasileiro-a,2008,18,06.08. 21:50,Fluminense,São Paulo,3 : 1
brasileiro-a,2008,18,06.08. 21:50,Goias,Flamengo,2 : 1
brasileiro-a,2008,18,06.08. 21:50,Santos,Atlético-MG,2 : 3
brasileiro-a,2008,18,06.08. 20:30,Atlético-PR,Náutico,2 : 0
brasileiro-a,2008,18,06.08. 20:30,Sport Recife,Portuguesa,2 : 0
brasileiro-a,2008,18,06.08. 19:30,Grêmio,Ipatinga,1 : 0
brasileiro-a,2008,18,06.08. 19:30,Vasco,Coritiba,0 : 2
brasileiro-a,2008,17,03.08. 18:10,Atlético-MG,Sport Recife,2 : 1
brasileiro-a,2008,17,03.08. 18:10,Atlético-PR,Botafogo,0 : 3
brasileiro-a,2008,17,03.08. 18:10,Santos,Coritiba,1 : 3
brasileiro-a,2008,17,03.08. 16:00,Flamengo,Cruzeiro,1 : 2
brasileiro-a,2008,17,03.08. 16:00,Grêmio,Vitória,2 : 0
brasileiro-a,2008,17,03.08. 16:00,Ipatinga,Palmeiras,1 : 2
brasileiro-a,2008,17,03.08. 16:00,São Paulo,Vasco,4 : 0
brasileiro-a,2008,17,02.08. 18:20,Fluminense,Internacional,1 : 2
brasileiro-a,2008,17,02.08. 18:20,Goias,Portuguesa,4 : 0
brasileiro-a,2008,17,02.08. 18:20,Náutico,Figueirense,1 : 2
brasileiro-a,2008,16,31.07. 20:30,Coritiba,Grêmio,0 : 1
brasileiro-a,2008,16,31.07. 20:30,Sport Recife,Ipatinga,3 : 1
brasileiro-a,2008,16,31.07. 20:30,Vasco,Atlético-MG,6 : 1
brasileiro-a,2008,16,30.07. 21:50,Figueirense,São Paulo,1 : 1
brasileiro-a,2008,16,30.07. 21:50,Internacional,Santos,0 : 1
brasileiro-a,2008,16,30.07. 21:50,Palmeiras,Flamengo,1 : 0
brasileiro-a,2008,16,30.07. 20:30,Botafogo,Goias,2 : 0
brasileiro-a,2008,16,30.07. 20:30,Portuguesa,Fluminense,3 : 1
brasileiro-a,2008,16,30.07. 19:30,Cruzeiro,Náutico,4 : 2
brasileiro-a,2008,16,30.07. 19:30,Vitória,Atlético-PR,2 : 1
brasileiro-a,2008,15,27.07. 18:10,Atlético-MG,Vitória,2 : 1
brasileiro-a,2008,15,27.07. 18:10,Flamengo,Botafogo,0 : 0
brasileiro-a,2008,15,27.07. 18:10,São Paulo,Portuguesa,3 : 1
brasileiro-a,2008,15,27.07. 16:00,Atlético-PR,Figueirense,0 : 0
brasileiro-a,2008,15,27.07. 16:00,Goias,Sport Recife,1 : 2
brasileiro-a,2008,15,27.07. 16:00,Grêmio,Palmeiras,1 : 1
brasileiro-a,2008,15,27.07. 16:00,Santos,Vasco,5 : 2
brasileiro-a,2008,15,26.07. 18:20,Ipatinga,Internacional,1 : 0
brasileiro-a,2008,15,26.07. 18:10,Fluminense,Cruzeiro,1 : 3
brasileiro-a,2008,15,26.07. 18:10,Náutico,Coritiba,1 : 2
brasileiro-a,2008,14,24.07. 20:30,Figueirense,Grêmio,1 : 7
brasileiro-a,2008,14,24.07. 20:30,Palmeiras,Santos,4 : 2
brasileiro-a,2008,14,24.07. 20:30,Sport Recife,Atlético-PR,1 : 0
brasileiro-a,2008,14,23.07. 21:50,Portuguesa,Flamengo,2 : 2
brasileiro-a,2008,14,23.07. 21:45,Botafogo,Atlético-MG,4 : 0
brasileiro-a,2008,14,23.07. 21:45,Internacional,São Paulo,2 : 0
brasileiro-a,2008,14,23.07. 21:45,Vasco,Fluminense,3 : 3
brasileiro-a,2008,14,23.07. 20:30,Vitória,Náutico,2 : 0
brasileiro-a,2008,14,23.07. 19:30,Coritiba,Ipatinga,1 : 0
brasileiro-a,2008,14,23.07. 19:30,Cruzeiro,Goias,0 : 1
brasileiro-a,2008,13,20.07. 18:10,Atlético-MG,Coritiba,3 : 2
brasileiro-a,2008,13,20.07. 18:10,Flamengo,Vitória,0 : 1
brasileiro-a,2008,13,20.07. 18:10,São Paulo,Botafogo,2 : 1
brasileiro-a,2008,13,20.07. 16:00,Atlético-PR,Vasco,3 : 1
brasileiro-a,2008,13,20.07. 16:00,Goias,Palmeiras,3 : 2
brasileiro-a,2008,13,20.07. 16:00,Náutico,Internacional,1 : 1
brasileiro-a,2008,13,20.07. 16:00,Santos,Sport Recife,1 : 0
brasileiro-a,2008,13,19.07. 18:20,Ipatinga,Portuguesa,4 : 1
brasileiro-a,2008,13,19.07. 18:10,Fluminense,Figueirense,1 : 0
brasileiro-a,2008,13,19.07. 18:10,Grêmio,Cruzeiro,1 : 0
brasileiro-a,2008,12,17.07. 20:30,Coritiba,Flamengo,1 : 0
brasileiro-a,2008,12,17.07. 20:30,Internacional,Atlético-MG,1 : 0
brasileiro-a,2008,12,17.07. 20:30,Vasco,Goias,1 : 1
brasileiro-a,2008,12,16.07. 21:45,Cruzeiro,Atlético-PR,1 : 0
brasileiro-a,2008,12,16.07. 21:45,Palmeiras,Fluminense,3 : 1
brasileiro-a,2008,12,16.07. 21:45,Vitória,São Paulo,1 : 3
brasileiro-a,2008,12,16.07. 20:30,Figueirense,Santos,3 : 0
brasileiro-a,2008,12,16.07. 20:30,Portuguesa,Náutico,3 : 2
brasileiro-a,2008,12,16.07. 19:30,Botafogo,Ipatinga,4 : 0
brasileiro-a,2008,12,16.07. 19:30,Sport Recife,Grêmio,2 : 2
brasileiro-a,2008,11,13.07. 18:10,Flamengo,Vasco,3 : 1
brasileiro-a,2008,11,13.07. 18:10,Grêmio,Portuguesa,2 : 1
brasileiro-a,2008,11,13.07. 18:10,Náutico,Sport Recife,0 : 2
brasileiro-a,2008,11,13.07. 16:00,Atlético-PR,Internacional,1 : 1
brasileiro-a,2008,11,13.07. 16:00,Cruzeiro,Atlético-MG,2 : 1
brasileiro-a,2008,11,13.07. 16:00,Ipatinga,Figueirense,0 : 1
brasileiro-a,2008,11,13.07. 16:00,Santos,Botafogo,2 : 2
brasileiro-a,2008,11,13.07. 16:00,São Paulo,Palmeiras,2 : 1
brasileiro-a,2008,11,12.07. 18:10,Fluminense,Vitória,2 : 1
brasileiro-a,2008,11,12.07. 18:10,Goias,Coritiba,2 : 2
brasileiro-a,2008,10,10.07. 20:30,Ipatinga,Cruzeiro,2 : 2
brasileiro-a,2008,10,10.07. 20:30,Palmeiras,Figueirense,1 : 1
brasileiro-a,2008,10,10.07. 20:30,Vasco,Sport Recife,4 : 0
brasileiro-a,2008,10,09.07. 21:45,Atlético-MG,Flamengo,1 : 1
brasileiro-a,2008,10,09.07. 21:45,Náutico,São Paulo,2 : 1
brasileiro-a,2008,10,09.07. 21:45,Santos,Grêmio,1 : 1
brasileiro-a,2008,10,09.07. 20:30,Fluminense,Atlético-PR,3 : 0
brasileiro-a,2008,10,09.07. 20:30,Vitória,Botafogo,5 : 2
brasileiro-a,2008,10,09.07. 19:30,Coritiba,Portuguesa,4 : 0
brasileiro-a,2008,10,09.07. 19:30,Internacional,Goias,1 : 0
brasileiro-a,2008,9,06.07. 18:10,Botafogo,Grêmio,2 : 0
brasileiro-a,2008,9,06.07. 18:10,Goias,Fluminense,1 : 0
brasileiro-a,2008,9,06.07. 18:10,São Paulo,Ipatinga,1 : 1
brasileiro-a,2008,9,06.07. 16:00,Atlético-MG,Palmeiras,1 : 1
brasileiro-a,2008,9,06.07. 16:00,Figueirense,Vasco,2 : 1
brasileiro-a,2008,9,06.07. 16:00,Internacional,Coritiba,3 : 0
brasileiro-a,2008,9,06.07. 16:00,Portuguesa,Vitória,1 : 2
brasileiro-a,2008,9,05.07. 18:20,Atlético-PR,Santos,1 : 0
brasileiro-a,2008,9,05.07. 18:20,Flamengo,Náutico,3 : 0
brasileiro-a,2008,9,05.07. 18:20,Sport Recife,Cruzeiro,1 : 0
brasileiro-a,2008,8,29.06. 18:10,Fluminense,Botafogo,0 : 0
brasileiro-a,2008,8,29.06. 18:10,Grêmio,Internacional,1 : 1
brasileiro-a,2008,8,29.06. 18:10,Palmeiras,Náutico,2 : 0
brasileiro-a,2008,8,29.06. 16:00,Atlético-PR,Coritiba,1 : 1
brasileiro-a,2008,8,29.06. 16:00,Cruzeiro,São Paulo,1 : 1
brasileiro-a,2008,8,29.06. 16:00,Figueirense,Atlético-MG,1 : 1
brasileiro-a,2008,8,29.06. 16:00,Sport Recife,Flamengo,1 : 2
brasileiro-a,2008,8,28.06. 18:20,Portuguesa,Santos,0 : 0
brasileiro-a,2008,8,28.06. 18:20,Vasco,Ipatinga,4 : 2
brasileiro-a,2008,8,28.06. 18:20,Vitória,Goias,3 : 0
brasileiro-a,2008,7,22.06. 18:10,Grêmio,Atlético-PR,3 : 0
brasileiro-a,2008,7,22.06. 18:10,Náutico,Atlético-MG,2 : 1
brasileiro-a,2008,7,22.06. 18:10,Santos,Goias,0 : 4
brasileiro-a,2008,7,22.06. 16:00,Ipatinga,Flamengo,1 : 3
brasileiro-a,2008,7,22.06. 16:00,Vasco,Palmeiras,0 : 2
brasileiro-a,2008,7,22.06. 16:00,Vitória,Internacional,2 : 1
brasileiro-a,2008,7,21.06. 18:20,Botafogo,Portuguesa,0 : 1
brasileiro-a,2008,7,21.06. 18:20,Coritiba,Fluminense,2 : 1
brasileiro-a,2008,7,21.06. 18:20,Cruzeiro,Figueirense,3 : 0
brasileiro-a,2008,7,21.06. 18:20,São Paulo,Sport Recife,1 : 0
brasileiro-a,2008,6,14.06. 18:20,Coritiba,Vitória,0 : 0
brasileiro-a,2008,6,14.06. 18:20,Goias,Grêmio,0 : 3
brasileiro-a,2008,6,14.06. 18:20,Náutico,Vasco,1 : 1
brasileiro-a,2008,6,14.06. 18:20,Portuguesa,Atlético-PR,1 : 0
brasileiro-a,2008,6,14.06. 16:10,Figueirense,Sport Recife,3 : 1
brasileiro-a,2008,6,14.06. 16:10,Flamengo,São Paulo,2 : 4
brasileiro-a,2008,6,14.06. 16:10,Internacional,Botafogo,2 : 1
brasileiro-a,2008,6,12.06. 20:30,Atlético-MG,Ipatinga,4 : 2
brasileiro-a,2008,6,12.06. 20:30,Fluminense,Santos,1 : 1
brasileiro-a,2008,6,12.06. 20:30,Palmeiras,Cruzeiro,5 : 2
brasileiro-a,2008,5,08.06. 18:10,Botafogo,Coritiba,2 : 1
brasileiro-a,2008,5,08.06. 18:10,Cruzeiro,Vasco,1 : 0
brasileiro-a,2008,5,08.06. 18:10,Vitória,Santos,1 : 0
brasileiro-a,2008,5,08.06. 16:00,Atlético-PR,Goias,5 : 0
brasileiro-a,2008,5,08.06. 16:00,Grêmio,Fluminense,2 : 1
brasileiro-a,2008,5,08.06. 16:00,Portuguesa,Internacional,3 : 1
brasileiro-a,2008,5,08.06. 16:00,Sport Recife,Palmeiras,2 : 0
brasileiro-a,2008,5,07.06. 18:20,Flamengo,Figueirense,5 : 0
brasileiro-a,2008,5,07.06. 18:20,Ipatinga,Náutico,0 : 0
brasileiro-a,2008,5,07.06. 18:20,São Paulo,Atlético-MG,5 : 1
brasileiro-a,2008,4,01.06. 18:10,Atlético-MG,Portuguesa,2 : 0
brasileiro-a,2008,4,01.06. 18:10,Fluminense,Flamengo,0 : 1
brasileiro-a,2008,4,01.06. 18:10,Palmeiras,Atlético-PR,1 : 0
brasileiro-a,2008,4,01.06. 16:00,Coritiba,Cruzeiro,1 : 1
brasileiro-a,2008,4,01.06. 16:00,Ipatinga,Vitória,2 : 0
brasileiro-a,2008,4,01.06. 16:00,Náutico,Botafogo,3 : 0
brasileiro-a,2008,4,01.06. 16:00,Santos,São Paulo,0 : 0
brasileiro-a,2008,4,31.05. 18:20,Figueirense,Goias,0 : 0
