,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
30,brasileiro-a,2018,3,30-04,América-MG,Vitória,2,1,MANDANTE,3.0,17.0,0.0,0.0,0.0,0.0
31,brasileiro-a,2018,3,29-04,Internacional,Cruzeiro,0,0,EMPATE,10.0,18.0,0.0,0.0,0.0,0.0
32,brasileiro-a,2018,3,29-04,Atlético-MG,Corinthians,1,0,MANDANTE,4.0,2.0,1.0,1.0,1.0,1.0
33,brasileiro-a,2018,3,29-04,Bahia,Atlético-PR,0,0,EMPATE,13.0,5.0,0.33,1.0,0.33,1.0
34,brasileiro-a,2018,3,29-04,Ceará,Flamengo,0,3,VISITANTE,19.0,1.0,1.0,0.33,1.0,0.33
35,brasileiro-a,2018,3,29-04,Fluminense,São Paulo,1,1,EMPATE,11.0,8.0,0.33,1.0,0.33,1.0
36,brasileiro-a,2018,3,29-04,Palmeiras,Chapecoense,0,0,EMPATE,7.0,16.0,0.33,1.0,0.33,1.0
37,brasileiro-a,2018,3,29-04,Paraná,Sport Recife,1,2,VISITANTE,20.0,14.0,0.33,0.0,0.33,0.0
38,brasileiro-a,2018,3,28-04,Botafogo,Grêmio,2,1,MANDANTE,6.0,12.0,0.33,0.33,0.33,0.33
39,brasileiro-a,2018,2,23-04,Sport Recife,Botafogo,1,1,EMPATE,17.0,14.0,0.0,0.0,0.0,0.0
40,brasileiro-a,2018,2,22-04,Grêmio,Atlético-PR,0,0,EMPATE,7.0,2.0,0.0,0.0,0.0,0.0
41,brasileiro-a,2018,2,22-04,Atlético-MG,Vitória,2,1,MANDANTE,11.0,15.0,0.0,0.0,0.0,0.0
42,brasileiro-a,2018,2,22-04,Ceará,São Paulo,0,0,EMPATE,16.0,6.0,0.0,0.0,0.0,0.0
43,brasileiro-a,2018,2,22-04,Chapecoense,Vasco,1,1,EMPATE,18.0,4.0,0.0,0.0,0.0,0.0
44,brasileiro-a,2018,2,22-04,Fluminense,Cruzeiro,1,0,MANDANTE,12.0,19.0,0.0,0.0,0.0,0.0
45,brasileiro-a,2018,2,22-04,Palmeiras,Internacional,1,0,MANDANTE,5.0,9.0,0.0,0.0,0.0,0.0
46,brasileiro-a,2018,2,22-04,Paraná,Corinthians,0,4,VISITANTE,20.0,1.0,0.0,0.0,0.0,0.0
47,brasileiro-a,2018,2,21-04,Flamengo,América-MG,2,0,MANDANTE,3.0,8.0,0.0,0.0,0.0,0.0
48,brasileiro-a,2018,2,21-04,Bahia,Santos,1,0,MANDANTE,13.0,10.0,0.0,0.0,0.0,0.0
49,brasileiro-a,2018,1,16-04,Botafogo,Palmeiras,1,1,EMPATE,12.0,11.0,0.0,0.0,0.0,0.0
50,brasileiro-a,2018,1,16-04,São Paulo,Paraná,1,0,MANDANTE,7.0,15.0,0.0,0.0,0.0,0.0
51,brasileiro-a,2018,1,15-04,Atlético-PR,Chapecoense,5,1,MANDANTE,1.0,20.0,0.0,0.0,0.0,0.0
52,brasileiro-a,2018,1,15-04,Corinthians,Fluminense,2,1,MANDANTE,5.0,13.0,0.0,0.0,0.0,0.0
53,brasileiro-a,2018,1,15-04,Internacional,Bahia,2,0,MANDANTE,3.0,18.0,0.0,0.0,0.0,0.0
54,brasileiro-a,2018,1,15-04,Vasco,Atlético-MG,2,1,MANDANTE,6.0,14.0,0.0,0.0,0.0,0.0
55,brasileiro-a,2018,1,15-04,América-MG,Sport Recife,3,0,MANDANTE,2.0,19.0,0.0,0.0,0.0,0.0
56,brasileiro-a,2018,1,14-04,Santos,Ceará,2,0,MANDANTE,4.0,17.0,0.0,0.0,0.0,0.0
57,brasileiro-a,2018,1,14-04,Vitória,Flamengo,2,2,EMPATE,9.0,10.0,0.0,0.0,0.0,0.0
58,brasileiro-a,2018,1,14-04,Cruzeiro,Grêmio,0,1,VISITANTE,16.0,8.0,0.0,0.0,0.0,0.0
59,brasileiro-a,2017,38,03-12,Atlético-GO,Fluminense,1,1,EMPATE,20.0,14.0,0.27,0.53,0.47,0.3
60,brasileiro-a,2017,38,03-12,Atlético-MG,Grêmio,4,3,MANDANTE,9.0,4.0,0.53,0.6,0.53,0.47
61,brasileiro-a,2017,38,03-12,Atlético-PR,Palmeiras,3,0,MANDANTE,11.0,2.0,0.6,0.4,0.63,0.43
62,brasileiro-a,2017,38,03-12,Botafogo,Cruzeiro,2,2,EMPATE,10.0,5.0,0.33,0.27,0.4,0.3
63,brasileiro-a,2017,38,03-12,Chapecoense,Coritiba,2,1,MANDANTE,8.0,17.0,0.33,0.73,0.5,0.63
64,brasileiro-a,2017,38,03-12,Santos,Avaí,1,1,EMPATE,3.0,18.0,0.47,0.4,0.4,0.47
65,brasileiro-a,2017,38,03-12,São Paulo,Bahia,1,1,EMPATE,13.0,12.0,0.47,0.4,0.57,0.6
66,brasileiro-a,2017,38,03-12,Sport Recife,Corinthians,1,0,MANDANTE,15.0,1.0,0.67,0.4,0.47,0.3
67,brasileiro-a,2017,38,03-12,Vasco,Ponte Preta,2,1,MANDANTE,7.0,19.0,0.27,0.53,0.23,0.57
68,brasileiro-a,2017,38,03-12,Vitória,Flamengo,1,2,VISITANTE,16.0,6.0,0.4,0.53,0.43,0.37
69,brasileiro-a,2017,37,27-11,Palmeiras,Botafogo,2,0,MANDANTE,2.0,8.0,0.27,0.4,0.4,0.57
70,brasileiro-a,2017,37,26-11,Bahia,Chapecoense,0,1,VISITANTE,11.0,9.0,0.6,0.67,0.53,0.6
71,brasileiro-a,2017,37,26-11,Flamengo,Santos,1,2,VISITANTE,6.0,4.0,0.4,0.4,0.4,0.47
72,brasileiro-a,2017,37,26-11,Avaí,Atlético-PR,1,0,MANDANTE,18.0,13.0,0.4,0.27,0.47,0.3
73,brasileiro-a,2017,37,26-11,Corinthians,Atlético-MG,2,2,EMPATE,1.0,10.0,0.53,0.8,0.53,0.53
74,brasileiro-a,2017,37,26-11,Coritiba,São Paulo,1,2,VISITANTE,16.0,12.0,0.4,0.53,0.5,0.5
75,brasileiro-a,2017,37,26-11,Cruzeiro,Vasco,0,1,VISITANTE,5.0,7.0,0.4,0.53,0.57,0.5
76,brasileiro-a,2017,37,26-11,Grêmio,Atlético-GO,1,1,EMPATE,3.0,20.0,0.47,0.67,0.3,0.5
77,brasileiro-a,2017,37,26-11,Ponte Preta,Vitória,2,3,VISITANTE,19.0,15.0,0.4,0.27,0.27,0.27
78,brasileiro-a,2017,37,25-11,Fluminense,Sport Recife,1,2,VISITANTE,14.0,17.0,0.27,0.47,0.3,0.5
79,brasileiro-a,2017,36,20-11,Avaí,Palmeiras,2,1,MANDANTE,19.0,3.0,0.47,0.13,0.57,0.2
80,brasileiro-a,2017,36,20-11,Fluminense,Ponte Preta,2,0,MANDANTE,14.0,17.0,0.47,0.33,0.37,0.4
81,brasileiro-a,2017,36,19-11,Atlético-MG,Coritiba,3,0,MANDANTE,8.0,15.0,0.73,0.4,0.53,0.53
82,brasileiro-a,2017,36,19-11,Atlético-PR,Vasco,3,1,MANDANTE,11.0,9.0,0.47,0.27,0.6,0.37
83,brasileiro-a,2017,36,19-11,Santos,Grêmio,1,0,MANDANTE,4.0,2.0,0.73,0.2,0.6,0.4
84,brasileiro-a,2017,36,19-11,Atlético-GO,Chapecoense,1,1,EMPATE,20.0,12.0,0.6,0.47,0.53,0.37
85,brasileiro-a,2017,36,19-11,Flamengo,Corinthians,3,0,MANDANTE,6.0,1.0,0.8,0.27,0.57,0.37
86,brasileiro-a,2017,36,19-11,São Paulo,Botafogo,0,0,EMPATE,13.0,7.0,0.27,0.53,0.37,0.57
87,brasileiro-a,2017,36,19-11,Sport Recife,Bahia,1,0,MANDANTE,18.0,10.0,0.73,0.07,0.63,0.2
88,brasileiro-a,2017,36,19-11,Vitória,Cruzeiro,1,1,EMPATE,16.0,5.0,0.53,0.4,0.5,0.33
89,brasileiro-a,2017,35,16-11,Bahia,Santos,3,1,MANDANTE,9.0,4.0,0.4,0.73,0.5,0.63
90,brasileiro-a,2017,35,16-11,Coritiba,Flamengo,1,0,MANDANTE,14.0,7.0,0.27,0.6,0.4,0.43
91,brasileiro-a,2017,35,16-11,Botafogo,Atlético-GO,1,2,VISITANTE,6.0,20.0,0.27,0.47,0.27,0.47
92,brasileiro-a,2017,35,16-11,Chapecoense,Vitória,2,1,MANDANTE,10.0,16.0,0.4,0.6,0.43,0.53
93,brasileiro-a,2017,35,16-11,Palmeiras,Sport Recife,5,1,MANDANTE,3.0,18.0,0.07,0.47,0.23,0.57
94,brasileiro-a,2017,35,15-11,Corinthians,Fluminense,3,1,MANDANTE,1.0,15.0,0.33,0.6,0.4,0.5
95,brasileiro-a,2017,35,15-11,Vasco,Atlético-MG,1,1,EMPATE,8.0,11.0,0.53,0.47,0.5,0.6
96,brasileiro-a,2017,35,15-11,Cruzeiro,Avaí,2,2,EMPATE,5.0,19.0,0.27,0.47,0.2,0.57
97,brasileiro-a,2017,35,15-11,Grêmio,São Paulo,1,0,MANDANTE,2.0,12.0,0.73,0.53,0.6,0.5
98,brasileiro-a,2017,35,15-11,Ponte Preta,Atlético-PR,2,1,MANDANTE,17.0,13.0,0.47,0.27,0.37,0.27
99,brasileiro-a,2017,34,13-11,Chapecoense,Santos,2,0,MANDANTE,13.0,4.0,0.47,0.6,0.5,0.53
100,brasileiro-a,2017,34,12-11,Coritiba,Ponte Preta,1,1,EMPATE,15.0,18.0,0.2,0.73,0.23,0.4
101,brasileiro-a,2017,34,12-11,Cruzeiro,Fluminense,3,1,MANDANTE,5.0,14.0,0.53,0.27,0.4,0.57
102,brasileiro-a,2017,34,12-11,Bahia,Atlético-MG,2,2,EMPATE,9.0,10.0,0.47,0.67,0.5,0.6
103,brasileiro-a,2017,34,12-11,Atlético-GO,Sport Recife,2,0,MANDANTE,20.0,17.0,0.13,0.07,0.23,0.27
104,brasileiro-a,2017,34,12-11,Grêmio,Vitória,1,1,EMPATE,2.0,16.0,0.33,0.53,0.4,0.47
105,brasileiro-a,2017,34,12-11,Palmeiras,Flamengo,2,0,MANDANTE,3.0,7.0,0.47,0.47,0.5,0.57
106,brasileiro-a,2017,34,12-11,Vasco,São Paulo,1,1,EMPATE,8.0,11.0,0.67,0.6,0.67,0.57
107,brasileiro-a,2017,34,11-11,Corinthians,Avaí,1,0,MANDANTE,1.0,19.0,0.33,0.47,0.23,0.5
108,brasileiro-a,2017,34,11-11,Botafogo,Atlético-PR,0,1,VISITANTE,6.0,12.0,0.47,0.53,0.37,0.57
109,brasileiro-a,2017,33,09-11,Fluminense,Coritiba,2,2,EMPATE,12.0,15.0,0.67,0.67,0.4,0.4
110,brasileiro-a,2017,33,09-11,Atlético-MG,Atlético-GO,3,2,MANDANTE,10.0,20.0,0.07,0.33,0.3,0.43
111,brasileiro-a,2017,33,09-11,São Paulo,Chapecoense,2,2,EMPATE,11.0,14.0,0.53,0.8,0.5,0.67
112,brasileiro-a,2017,33,08-11,Flamengo,Cruzeiro,2,0,MANDANTE,7.0,6.0,0.47,0.47,0.67,0.4
113,brasileiro-a,2017,33,08-11,Santos,Vasco,1,2,VISITANTE,3.0,8.0,0.6,0.53,0.57,0.6
114,brasileiro-a,2017,33,08-11,Vitória,Palmeiras,3,1,MANDANTE,16.0,4.0,0.67,0.2,0.6,0.33
115,brasileiro-a,2017,33,08-11,Atlético-PR,Corinthians,0,1,VISITANTE,13.0,1.0,0.27,0.47,0.4,0.4
116,brasileiro-a,2017,33,08-11,Sport Recife,Botafogo,1,2,VISITANTE,17.0,5.0,0.33,0.2,0.57,0.23
117,brasileiro-a,2017,33,08-11,Avaí,Bahia,1,2,VISITANTE,19.0,9.0,0.67,0.33,0.53,0.33
118,brasileiro-a,2017,33,08-11,Ponte Preta,Grêmio,0,1,VISITANTE,18.0,2.0,0.53,0.2,0.37,0.27
119,brasileiro-a,2017,32,05-11,Chapecoense,Sport Recife,1,1,EMPATE,14.0,16.0,0.33,0.47,0.2,0.47
120,brasileiro-a,2017,32,05-11,Vasco,Vitória,1,1,EMPATE,8.0,17.0,0.13,0.73,0.4,0.63
121,brasileiro-a,2017,32,05-11,Bahia,Ponte Preta,2,0,MANDANTE,10.0,18.0,0.27,0.53,0.27,0.43
122,brasileiro-a,2017,32,05-11,Corinthians,Palmeiras,3,2,MANDANTE,1.0,4.0,0.73,0.27,0.7,0.3
123,brasileiro-a,2017,32,05-11,Cruzeiro,Atlético-PR,1,0,MANDANTE,5.0,11.0,0.53,0.47,0.4,0.6
124,brasileiro-a,2017,32,05-11,Grêmio,Flamengo,3,1,MANDANTE,3.0,7.0,0.53,0.33,0.5,0.37
125,brasileiro-a,2017,32,04-11,Coritiba,Avaí,4,0,MANDANTE,15.0,19.0,0.33,0.47,0.43,0.3
126,brasileiro-a,2017,32,04-11,Atlético-GO,São Paulo,0,1,VISITANTE,20.0,9.0,0.6,0.13,0.57,0.4
127,brasileiro-a,2017,32,04-11,Botafogo,Fluminense,1,2,VISITANTE,6.0,13.0,0.53,0.53,0.3,0.67
128,brasileiro-a,2017,32,04-11,Santos,Atlético-MG,3,1,MANDANTE,2.0,12.0,0.53,0.4,0.53,0.53
129,brasileiro-a,2017,31,30-10,Palmeiras,Cruzeiro,2,2,EMPATE,2.0,5.0,0.47,0.67,0.67,0.67
130,brasileiro-a,2017,31,29-10,Avaí,Grêmio,2,2,EMPATE,18.0,4.0,0.47,0.27,0.37,0.43
131,brasileiro-a,2017,31,29-10,Sport Recife,Coritiba,3,4,VISITANTE,15.0,16.0,0.33,0.33,0.23,0.2
132,brasileiro-a,2017,31,29-10,Vitória,Atlético-GO,1,1,EMPATE,19.0,20.0,0.27,0.27,0.37,0.47
133,brasileiro-a,2017,31,29-10,Atlético-MG,Botafogo,0,0,EMPATE,10.0,6.0,0.47,0.67,0.63,0.5
134,brasileiro-a,2017,31,29-10,Fluminense,Bahia,1,1,EMPATE,14.0,13.0,0.53,0.47,0.5,0.37
135,brasileiro-a,2017,31,29-10,Ponte Preta,Corinthians,1,0,MANDANTE,17.0,1.0,0.33,0.27,0.3,0.27
136,brasileiro-a,2017,31,28-10,Atlético-PR,Chapecoense,0,0,EMPATE,9.0,12.0,0.47,0.47,0.53,0.4
137,brasileiro-a,2017,31,28-10,Flamengo,Vasco,0,0,EMPATE,7.0,8.0,0.73,0.47,0.6,0.57
138,brasileiro-a,2017,31,28-10,São Paulo,Santos,2,1,MANDANTE,11.0,3.0,0.6,0.6,0.57,0.5
139,brasileiro-a,2017,30,23-10,Botafogo,Corinthians,2,1,MANDANTE,6.0,1.0,0.4,0.47,0.4,0.63
140,brasileiro-a,2017,30,22-10,Chapecoense,Fluminense,2,0,MANDANTE,11.0,13.0,0.47,0.47,0.4,0.43
141,brasileiro-a,2017,30,22-10,Ponte Preta,Avaí,1,2,VISITANTE,18.0,16.0,0.13,0.27,0.43,0.3
142,brasileiro-a,2017,30,22-10,Atlético-PR,Sport Recife,2,1,MANDANTE,9.0,15.0,0.4,0.27,0.23,0.4
143,brasileiro-a,2017,30,22-10,Bahia,Vitória,2,1,MANDANTE,12.0,17.0,0.47,0.53,0.47,0.4
144,brasileiro-a,2017,30,22-10,Cruzeiro,Atlético-MG,1,3,VISITANTE,5.0,10.0,0.47,0.67,0.5,0.67
145,brasileiro-a,2017,30,22-10,Grêmio,Palmeiras,1,3,VISITANTE,4.0,2.0,0.67,0.47,0.6,0.37
146,brasileiro-a,2017,30,22-10,Santos,Atlético-GO,1,0,MANDANTE,3.0,20.0,0.27,0.6,0.47,0.5
147,brasileiro-a,2017,30,22-10,São Paulo,Flamengo,2,0,MANDANTE,14.0,7.0,0.53,0.47,0.57,0.5
148,brasileiro-a,2017,30,21-10,Vasco,Coritiba,1,1,EMPATE,8.0,19.0,0.27,0.73,0.2,0.6
149,brasileiro-a,2017,29,19-10,Flamengo,Bahia,4,1,MANDANTE,6.0,13.0,0.53,0.53,0.5,0.47
150,brasileiro-a,2017,29,19-10,Sport Recife,Santos,1,1,EMPATE,14.0,4.0,0.53,0.33,0.5,0.2
151,brasileiro-a,2017,29,19-10,Palmeiras,Ponte Preta,2,0,MANDANTE,3.0,17.0,0.27,0.67,0.33,0.5
152,brasileiro-a,2017,29,19-10,Vitória,Atlético-PR,2,3,VISITANTE,16.0,9.0,0.27,0.47,0.4,0.57
153,brasileiro-a,2017,29,18-10,Avaí,Botafogo,1,1,EMPATE,19.0,7.0,0.6,0.13,0.63,0.43
154,brasileiro-a,2017,29,18-10,Corinthians,Grêmio,0,0,EMPATE,1.0,2.0,0.4,0.53,0.43,0.47
155,brasileiro-a,2017,29,18-10,Fluminense,São Paulo,3,1,MANDANTE,11.0,15.0,0.67,0.27,0.5,0.4
156,brasileiro-a,2017,29,18-10,Atlético-MG,Chapecoense,2,3,VISITANTE,10.0,12.0,0.47,0.53,0.33,0.5
157,brasileiro-a,2017,29,18-10,Atlético-GO,Vasco,0,1,VISITANTE,20.0,8.0,0.53,0.47,0.53,0.47
158,brasileiro-a,2017,29,18-10,Coritiba,Cruzeiro,1,0,MANDANTE,18.0,5.0,0.87,0.07,0.7,0.2
159,brasileiro-a,2017,28,16-10,Santos,Vitória,2,2,EMPATE,3.0,15.0,0.47,0.67,0.63,0.57
160,brasileiro-a,2017,28,15-10,Bahia,Corinthians,2,0,MANDANTE,10.0,1.0,0.53,0.4,0.57,0.43
161,brasileiro-a,2017,28,15-10,Coritiba,Grêmio,0,1,VISITANTE,19.0,2.0,0.2,0.13,0.43,0.3
162,brasileiro-a,2017,28,15-10,Atlético-GO,Palmeiras,1,3,VISITANTE,20.0,4.0,0.53,0.53,0.5,0.47
163,brasileiro-a,2017,28,15-10,Chapecoense,Flamengo,0,1,VISITANTE,16.0,7.0,0.33,0.47,0.37,0.37
164,brasileiro-a,2017,28,15-10,Fluminense,Avaí,1,0,MANDANTE,12.0,18.0,0.33,0.13,0.43,0.33
165,brasileiro-a,2017,28,15-10,Sport Recife,Atlético-MG,1,1,EMPATE,14.0,9.0,0.53,0.27,0.47,0.2
166,brasileiro-a,2017,28,14-10,São Paulo,Atlético-PR,2,1,MANDANTE,13.0,11.0,0.33,0.53,0.5,0.4
167,brasileiro-a,2017,28,14-10,Vasco,Botafogo,1,0,MANDANTE,8.0,6.0,0.8,0.53,0.63,0.43
168,brasileiro-a,2017,27,12-10,Palmeiras,Bahia,2,2,EMPATE,4.0,14.0,0.33,0.67,0.4,0.57
169,brasileiro-a,2017,27,12-10,Flamengo,Fluminense,1,1,EMPATE,7.0,16.0,0.07,0.47,0.33,0.37
170,brasileiro-a,2017,27,12-10,Ponte Preta,Santos,1,1,EMPATE,15.0,2.0,0.67,0.27,0.57,0.33
171,brasileiro-a,2017,27,12-10,Vitória,Sport Recife,1,2,VISITANTE,12.0,11.0,0.07,0.67,0.2,0.67
172,brasileiro-a,2017,27,11-10,Atlético-MG,São Paulo,1,0,MANDANTE,8.0,17.0,0.53,0.53,0.5,0.47
173,brasileiro-a,2017,27,11-10,Avaí,Vasco,1,2,VISITANTE,18.0,9.0,0.53,0.53,0.33,0.43
174,brasileiro-a,2017,27,11-10,Grêmio,Cruzeiro,0,1,VISITANTE,3.0,5.0,0.73,0.4,0.63,0.47
175,brasileiro-a,2017,27,11-10,Corinthians,Coritiba,3,1,MANDANTE,1.0,19.0,0.13,0.33,0.3,0.5
176,brasileiro-a,2017,27,11-10,Atlético-PR,Atlético-GO,2,2,EMPATE,10.0,20.0,0.67,0.27,0.53,0.57
177,brasileiro-a,2017,27,11-10,Botafogo,Chapecoense,2,1,MANDANTE,6.0,13.0,0.47,0.8,0.37,0.53
178,brasileiro-a,2017,28,07-10,Cruzeiro,Ponte Preta,2,1,MANDANTE,5.0,17.0,0.33,0.87,0.33,0.7
179,brasileiro-a,2017,26,02-10,Ponte Preta,Flamengo,1,0,MANDANTE,15.0,7.0,0.67,0.27,0.47,0.33
180,brasileiro-a,2017,26,01-10,Atlético-PR,Atlético-MG,0,2,VISITANTE,8.0,9.0,0.33,0.33,0.37,0.57
181,brasileiro-a,2017,26,01-10,Avaí,Atlético-GO,0,2,VISITANTE,18.0,20.0,0.47,0.6,0.47,0.53
182,brasileiro-a,2017,26,01-10,Botafogo,Vitória,2,3,VISITANTE,6.0,11.0,0.67,0.8,0.57,0.57
183,brasileiro-a,2017,26,01-10,Cruzeiro,Corinthians,1,1,EMPATE,5.0,1.0,0.27,0.87,0.57,0.6
184,brasileiro-a,2017,26,01-10,Grêmio,Fluminense,1,0,MANDANTE,3.0,16.0,0.27,0.27,0.33,0.4
185,brasileiro-a,2017,26,01-10,São Paulo,Sport Recife,1,0,MANDANTE,14.0,17.0,0.07,0.4,0.2,0.43
186,brasileiro-a,2017,26,30-09,Palmeiras,Santos,0,1,VISITANTE,4.0,2.0,0.53,0.67,0.57,0.67
187,brasileiro-a,2017,26,30-09,Bahia,Coritiba,1,1,EMPATE,13.0,19.0,0.13,0.47,0.27,0.37
188,brasileiro-a,2017,26,30-09,Vasco,Chapecoense,1,1,EMPATE,10.0,12.0,0.6,0.47,0.43,0.4
189,brasileiro-a,2017,25,25-09,Sport Recife,Vasco,1,1,EMPATE,14.0,9.0,0.47,0.07,0.37,0.27
190,brasileiro-a,2017,25,24-09,Atlético-MG,Vitória,1,3,VISITANTE,11.0,16.0,0.47,0.53,0.47,0.37
191,brasileiro-a,2017,25,24-09,Bahia,Grêmio,1,0,MANDANTE,13.0,3.0,0.27,0.27,0.5,0.37
192,brasileiro-a,2017,25,24-09,Atlético-GO,Cruzeiro,1,2,VISITANTE,20.0,5.0,0.67,0.67,0.53,0.47
193,brasileiro-a,2017,25,24-09,Chapecoense,Ponte Preta,1,0,MANDANTE,10.0,18.0,0.33,0.4,0.43,0.33
194,brasileiro-a,2017,25,24-09,Coritiba,Botafogo,2,3,VISITANTE,19.0,6.0,0.8,0.13,0.5,0.27
195,brasileiro-a,2017,25,24-09,Fluminense,Palmeiras,0,1,VISITANTE,12.0,4.0,0.53,0.33,0.6,0.37
196,brasileiro-a,2017,25,24-09,São Paulo,Corinthians,1,1,EMPATE,17.0,1.0,0.4,0.53,0.57,0.5
197,brasileiro-a,2017,25,23-09,Santos,Atlético-PR,1,0,MANDANTE,2.0,8.0,0.53,0.4,0.6,0.57
198,brasileiro-a,2017,25,23-09,Flamengo,Avaí,1,1,EMPATE,7.0,15.0,0.73,0.6,0.53,0.47
199,brasileiro-a,2017,24,18-09,Palmeiras,Coritiba,1,0,MANDANTE,4.0,18.0,0.33,0.33,0.27,0.6
200,brasileiro-a,2017,24,17-09,Cruzeiro,Bahia,1,0,MANDANTE,6.0,16.0,0.47,0.53,0.4,0.47
201,brasileiro-a,2017,24,17-09,Atlético-PR,Fluminense,3,1,MANDANTE,8.0,11.0,0.53,0.53,0.47,0.53
202,brasileiro-a,2017,24,17-09,Corinthians,Vasco,1,0,MANDANTE,1.0,9.0,0.53,0.4,0.4,0.5
203,brasileiro-a,2017,24,17-09,Flamengo,Sport Recife,2,0,MANDANTE,5.0,12.0,0.07,0.4,0.27,0.4
204,brasileiro-a,2017,24,17-09,Grêmio,Chapecoense,0,1,VISITANTE,2.0,14.0,0.2,0.47,0.33,0.6
205,brasileiro-a,2017,24,17-09,Vitória,São Paulo,1,2,VISITANTE,19.0,17.0,0.33,0.67,0.4,0.47
206,brasileiro-a,2017,24,17-09,Avaí,Atlético-MG,1,1,EMPATE,13.0,10.0,0.47,0.73,0.43,0.53
207,brasileiro-a,2017,24,16-09,Ponte Preta,Atlético-GO,1,3,VISITANTE,15.0,20.0,0.47,0.4,0.37,0.43
208,brasileiro-a,2017,24,16-09,Botafogo,Santos,2,0,MANDANTE,7.0,3.0,0.47,0.67,0.6,0.5
209,brasileiro-a,2017,23,11-09,Atlético-GO,Bahia,1,1,EMPATE,20.0,15.0,0.47,0.4,0.47,0.37
210,brasileiro-a,2017,23,10-09,Botafogo,Flamengo,2,0,MANDANTE,7.0,5.0,0.4,0.47,0.4,0.5
211,brasileiro-a,2017,23,10-09,Chapecoense,Cruzeiro,1,2,VISITANTE,18.0,6.0,0.53,0.27,0.47,0.33
212,brasileiro-a,2017,23,10-09,Santos,Corinthians,2,0,MANDANTE,3.0,1.0,0.6,0.47,0.6,0.6
213,brasileiro-a,2017,23,10-09,Sport Recife,Avaí,0,1,VISITANTE,12.0,14.0,0.53,0.13,0.43,0.37
214,brasileiro-a,2017,23,10-09,Vitória,Fluminense,2,2,EMPATE,17.0,10.0,0.53,0.8,0.43,0.43
215,brasileiro-a,2017,23,10-09,Atlético-PR,Coritiba,1,1,EMPATE,9.0,16.0,0.47,0.67,0.33,0.5
216,brasileiro-a,2017,23,09-09,São Paulo,Ponte Preta,2,2,EMPATE,19.0,13.0,0.33,0.27,0.4,0.4
217,brasileiro-a,2017,23,09-09,Vasco,Grêmio,1,0,MANDANTE,8.0,2.0,0.67,0.33,0.7,0.4
218,brasileiro-a,2017,23,09-09,Atlético-MG,Palmeiras,1,1,EMPATE,11.0,4.0,0.47,0.4,0.57,0.4
219,brasileiro-a,2017,22,02-09,Grêmio,Sport Recife,5,0,MANDANTE,2.0,11.0,0.33,0.53,0.47,0.6
220,brasileiro-a,2017,22,28-08,Coritiba,Vitória,0,1,VISITANTE,15.0,16.0,0.67,0.47,0.43,0.33
221,brasileiro-a,2017,22,27-08,Avaí,Chapecoense,1,0,MANDANTE,18.0,17.0,0.27,0.33,0.37,0.43
222,brasileiro-a,2017,22,27-08,Cruzeiro,Santos,1,1,EMPATE,6.0,3.0,0.47,0.53,0.67,0.53
223,brasileiro-a,2017,22,27-08,Bahia,Botafogo,1,2,VISITANTE,14.0,7.0,0.27,0.47,0.43,0.5
224,brasileiro-a,2017,22,27-08,Flamengo,Atlético-PR,2,0,MANDANTE,5.0,8.0,0.87,0.27,0.53,0.4
225,brasileiro-a,2017,22,27-08,Palmeiras,São Paulo,4,2,MANDANTE,4.0,19.0,0.47,0.47,0.4,0.47
226,brasileiro-a,2017,22,27-08,Ponte Preta,Atlético-MG,1,2,VISITANTE,13.0,10.0,0.4,0.4,0.33,0.4
227,brasileiro-a,2017,22,26-08,Corinthians,Atlético-GO,0,1,VISITANTE,1.0,20.0,0.4,0.67,0.27,0.7
228,brasileiro-a,2017,22,26-08,Fluminense,Vasco,0,1,VISITANTE,9.0,12.0,0.13,0.6,0.3,0.47
229,brasileiro-a,2017,20,23-08,Chapecoense,Corinthians,0,1,VISITANTE,17.0,1.0,0.73,0.27,0.8,0.3
230,brasileiro-a,2017,21,21-08,Fluminense,Atlético-MG,2,1,MANDANTE,8.0,13.0,0.4,0.4,0.43,0.4
231,brasileiro-a,2017,21,20-08,Coritiba,Santos,0,0,EMPATE,14.0,3.0,0.6,0.4,0.67,0.33
232,brasileiro-a,2017,21,20-08,Palmeiras,Chapecoense,0,2,VISITANTE,4.0,15.0,0.27,0.67,0.3,0.57
233,brasileiro-a,2017,21,20-08,Avaí,São Paulo,1,1,EMPATE,19.0,17.0,0.47,0.47,0.37,0.43
234,brasileiro-a,2017,21,20-08,Bahia,Vasco,3,0,MANDANTE,12.0,16.0,0.33,0.27,0.33,0.43
235,brasileiro-a,2017,21,20-08,Cruzeiro,Sport Recife,2,0,MANDANTE,6.0,9.0,0.33,0.33,0.57,0.43
236,brasileiro-a,2017,21,20-08,Ponte Preta,Botafogo,2,1,MANDANTE,11.0,10.0,0.33,0.4,0.43,0.33
237,brasileiro-a,2017,21,20-08,Grêmio,Atlético-PR,0,0,EMPATE,2.0,7.0,0.8,0.53,0.5,0.57
238,brasileiro-a,2017,21,19-08,Flamengo,Atlético-GO,2,0,MANDANTE,5.0,20.0,0.47,0.27,0.3,0.4
