,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
710,brasileiro-a,2016,11,26-06,Sport Recife,Chapecoense,5,1,MANDANTE,16.0,11.0,0.4,0.33,0.52,0.33
711,brasileiro-a,2016,11,26-06,Atlético-PR,Grêmio,2,0,MANDANTE,7.0,5.0,0.53,0.67,0.63,0.52
712,brasileiro-a,2016,11,26-06,Flamengo,Fluminense,1,2,VISITANTE,6.0,9.0,0.33,0.47,0.37,0.52
713,brasileiro-a,2016,11,26-06,Internacional,Botafogo,2,3,VISITANTE,2.0,17.0,0.33,0.47,0.33,0.7
714,brasileiro-a,2016,11,26-06,Santos,São Paulo,3,0,MANDANTE,3.0,10.0,0.53,0.8,0.44,0.59
715,brasileiro-a,2016,11,26-06,Vitória,Ponte Preta,1,1,EMPATE,15.0,13.0,0.4,0.47,0.44,0.44
716,brasileiro-a,2016,11,26-06,América-MG,Atlético-MG,0,1,VISITANTE,20.0,8.0,0.47,0.4,0.37,0.3
717,brasileiro-a,2016,11,25-06,Corinthians,Santa Cruz,2,1,MANDANTE,4.0,18.0,0.2,0.4,0.3,0.56
718,brasileiro-a,2016,11,25-06,Cruzeiro,Palmeiras,2,1,MANDANTE,12.0,1.0,0.87,0.4,0.7,0.41
719,brasileiro-a,2016,10,23-06,Coritiba,Internacional,1,1,EMPATE,17.0,2.0,0.6,0.27,0.75,0.21
720,brasileiro-a,2016,10,23-06,São Paulo,Sport Recife,0,0,EMPATE,7.0,18.0,0.47,0.47,0.33,0.46
721,brasileiro-a,2016,10,23-06,Grêmio,Vitória,1,2,VISITANTE,3.0,14.0,0.27,0.53,0.38,0.71
722,brasileiro-a,2016,10,23-06,Chapecoense,Atlético-PR,0,0,EMPATE,8.0,9.0,0.6,0.53,0.54,0.54
723,brasileiro-a,2016,10,22-06,Atlético-MG,Corinthians,2,1,MANDANTE,12.0,6.0,0.6,0.33,0.62,0.29
724,brasileiro-a,2016,10,22-06,Fluminense,Santos,2,4,VISITANTE,13.0,5.0,0.6,0.4,0.54,0.42
725,brasileiro-a,2016,10,22-06,Botafogo,Figueirense,0,0,EMPATE,19.0,11.0,0.6,0.27,0.46,0.33
726,brasileiro-a,2016,10,22-06,Santa Cruz,Flamengo,0,1,VISITANTE,15.0,4.0,0.47,0.2,0.46,0.33
727,brasileiro-a,2016,10,22-06,Ponte Preta,Cruzeiro,0,4,VISITANTE,10.0,16.0,0.4,0.6,0.33,0.5
728,brasileiro-a,2016,10,21-06,Palmeiras,América-MG,2,0,MANDANTE,1.0,20.0,0.4,0.87,0.33,0.67
729,brasileiro-a,2016,9,19-06,Grêmio,Cruzeiro,2,0,MANDANTE,3.0,20.0,0.47,0.53,0.38,0.67
730,brasileiro-a,2016,9,19-06,Corinthians,Botafogo,3,1,MANDANTE,4.0,18.0,0.27,0.6,0.38,0.57
731,brasileiro-a,2016,9,19-06,Figueirense,Internacional,3,2,MANDANTE,12.0,2.0,0.8,0.4,0.86,0.38
732,brasileiro-a,2016,9,19-06,Flamengo,São Paulo,2,2,EMPATE,6.0,5.0,0.6,0.6,0.48,0.48
733,brasileiro-a,2016,9,19-06,Sport Recife,Fluminense,2,1,MANDANTE,17.0,11.0,0.6,0.27,0.48,0.24
734,brasileiro-a,2016,9,19-06,Atlético-MG,Ponte Preta,3,0,MANDANTE,14.0,10.0,0.6,0.2,0.57,0.19
735,brasileiro-a,2016,9,19-06,Vitória,Chapecoense,1,2,VISITANTE,15.0,7.0,0.4,0.33,0.48,0.43
736,brasileiro-a,2016,9,18-06,América-MG,Coritiba,2,1,MANDANTE,19.0,16.0,0.27,0.27,0.24,0.24
737,brasileiro-a,2016,9,18-06,Atlético-PR,Santos,1,0,MANDANTE,9.0,8.0,0.6,0.6,0.62,0.48
738,brasileiro-a,2016,9,18-06,Palmeiras,Santa Cruz,3,1,MANDANTE,1.0,13.0,0.27,0.67,0.38,0.62
739,brasileiro-a,2016,8,16-06,Fluminense,Corinthians,1,0,MANDANTE,9.0,5.0,0.8,0.4,0.67,0.39
740,brasileiro-a,2016,8,16-06,Internacional,Atlético-MG,2,0,MANDANTE,1.0,18.0,0.2,0.8,0.22,0.83
741,brasileiro-a,2016,8,15-06,Coritiba,Palmeiras,2,2,EMPATE,15.0,2.0,0.8,0.27,0.67,0.22
742,brasileiro-a,2016,8,15-06,Cruzeiro,Flamengo,0,1,VISITANTE,17.0,7.0,0.47,0.47,0.39,0.44
743,brasileiro-a,2016,8,15-06,Botafogo,América-MG,3,1,MANDANTE,16.0,20.0,0.33,0.27,0.28,0.28
744,brasileiro-a,2016,8,15-06,Santa Cruz,Figueirense,1,0,MANDANTE,10.0,13.0,0.47,0.27,0.44,0.28
745,brasileiro-a,2016,8,15-06,Santos,Sport Recife,2,0,MANDANTE,4.0,19.0,0.27,0.47,0.28,0.56
746,brasileiro-a,2016,8,15-06,Chapecoense,Grêmio,3,3,EMPATE,11.0,3.0,0.67,0.4,0.72,0.5
747,brasileiro-a,2016,8,15-06,Ponte Preta,Atlético-PR,3,2,MANDANTE,8.0,12.0,0.6,0.4,0.56,0.5
748,brasileiro-a,2016,8,15-06,São Paulo,Vitória,2,0,MANDANTE,6.0,14.0,0.4,0.47,0.5,0.39
749,brasileiro-a,2016,7,12-06,Santa Cruz,Santos,0,2,VISITANTE,14.0,5.0,0.47,0.33,0.47,0.33
750,brasileiro-a,2016,7,12-06,Atlético-MG,Cruzeiro,2,3,VISITANTE,17.0,15.0,0.33,0.27,0.33,0.27
751,brasileiro-a,2016,7,12-06,Figueirense,Flamengo,1,0,MANDANTE,12.0,6.0,0.47,0.33,0.47,0.33
752,brasileiro-a,2016,7,12-06,Palmeiras,Corinthians,1,0,MANDANTE,2.0,4.0,0.8,0.6,0.8,0.6
753,brasileiro-a,2016,7,12-06,Botafogo,Vitória,1,1,EMPATE,20.0,13.0,0.53,0.27,0.53,0.27
754,brasileiro-a,2016,7,12-06,Coritiba,Sport Recife,3,2,MANDANTE,16.0,18.0,0.33,0.07,0.33,0.07
755,brasileiro-a,2016,7,11-06,São Paulo,Atlético-PR,1,2,VISITANTE,7.0,9.0,0.47,0.47,0.47,0.47
756,brasileiro-a,2016,7,11-06,Fluminense,Grêmio,1,1,EMPATE,11.0,3.0,0.8,0.4,0.8,0.4
757,brasileiro-a,2016,7,11-06,Internacional,América-MG,3,1,MANDANTE,1.0,19.0,0.33,0.8,0.33,0.8
758,brasileiro-a,2016,7,11-06,Ponte Preta,Chapecoense,2,1,MANDANTE,8.0,10.0,0.6,0.4,0.6,0.4
759,brasileiro-a,2016,6,05-06,Cruzeiro,São Paulo,0,1,VISITANTE,18.0,6.0,0.33,0.42,0.33,0.42
760,brasileiro-a,2016,6,05-06,Flamengo,Palmeiras,1,2,VISITANTE,5.0,4.0,0.5,0.58,0.5,0.58
761,brasileiro-a,2016,6,05-06,Grêmio,Ponte Preta,1,0,MANDANTE,1.0,12.0,0.5,0.75,0.5,0.75
762,brasileiro-a,2016,6,05-06,Sport Recife,Atlético-MG,4,4,EMPATE,16.0,14.0,0.25,0.33,0.25,0.33
763,brasileiro-a,2016,6,05-06,Vitória,Internacional,1,0,MANDANTE,10.0,3.0,1.0,0.42,1.0,0.42
764,brasileiro-a,2016,6,05-06,América-MG,Figueirense,1,0,MANDANTE,17.0,15.0,0.42,0.17,0.42,0.17
765,brasileiro-a,2016,6,05-06,Santos,Botafogo,3,0,MANDANTE,11.0,20.0,0.33,0.33,0.33,0.33
766,brasileiro-a,2016,6,04-06,Chapecoense,Fluminense,0,0,EMPATE,7.0,8.0,0.42,0.67,0.42,0.67
767,brasileiro-a,2016,6,04-06,Corinthians,Coritiba,2,1,MANDANTE,2.0,19.0,0.08,0.75,0.08,0.75
768,brasileiro-a,2016,6,04-06,Atlético-PR,Santa Cruz,1,0,MANDANTE,13.0,9.0,0.42,0.33,0.42,0.33
769,brasileiro-a,2016,5,02-06,Flamengo,Vitória,1,0,MANDANTE,4.0,13.0,0.56,0.44,0.56,0.44
770,brasileiro-a,2016,5,02-06,Palmeiras,Grêmio,4,3,MANDANTE,5.0,2.0,1.0,0.33,1.0,0.33
771,brasileiro-a,2016,5,02-06,América-MG,Ponte Preta,1,2,VISITANTE,20.0,10.0,0.33,0.22,0.33,0.22
772,brasileiro-a,2016,5,01-06,Atlético-MG,Fluminense,1,1,EMPATE,12.0,8.0,0.44,0.22,0.44,0.22
773,brasileiro-a,2016,5,01-06,Botafogo,Cruzeiro,0,1,VISITANTE,16.0,14.0,0.22,0.44,0.22,0.44
774,brasileiro-a,2016,5,01-06,Figueirense,São Paulo,1,0,MANDANTE,11.0,9.0,0.44,0.22,0.44,0.22
775,brasileiro-a,2016,5,01-06,Corinthians,Santos,1,0,MANDANTE,3.0,15.0,0.44,0.67,0.44,0.67
776,brasileiro-a,2016,5,01-06,Coritiba,Chapecoense,3,4,VISITANTE,17.0,6.0,0.56,0.11,0.56,0.11
777,brasileiro-a,2016,5,01-06,Santa Cruz,Sport Recife,0,1,VISITANTE,7.0,18.0,0.11,0.56,0.11,0.56
778,brasileiro-a,2016,5,01-06,Internacional,Atlético-PR,1,0,MANDANTE,1.0,19.0,0.44,1.0,0.44,1.0
779,brasileiro-a,2016,4,29-05,Grêmio,Coritiba,2,0,MANDANTE,1.0,14.0,0.17,1.0,0.17,1.0
780,brasileiro-a,2016,4,29-05,Santos,Internacional,0,1,VISITANTE,12.0,2.0,1.0,0.67,1.0,0.67
781,brasileiro-a,2016,4,29-05,Fluminense,Botafogo,1,0,MANDANTE,7.0,13.0,0.67,0.17,0.67,0.17
782,brasileiro-a,2016,4,29-05,São Paulo,Palmeiras,1,0,MANDANTE,6.0,8.0,0.5,0.17,0.5,0.17
783,brasileiro-a,2016,4,29-05,Vitória,Atlético-MG,1,1,EMPATE,10.0,11.0,0.17,0.67,0.17,0.67
784,brasileiro-a,2016,4,29-05,Ponte Preta,Flamengo,1,2,VISITANTE,15.0,5.0,0.17,0.5,0.17,0.5
785,brasileiro-a,2016,4,29-05,Sport Recife,Corinthians,0,2,VISITANTE,20.0,4.0,0.5,0.17,0.5,0.17
786,brasileiro-a,2016,4,28-05,Chapecoense,Santa Cruz,1,1,EMPATE,9.0,3.0,0.67,0.67,0.67,0.67
787,brasileiro-a,2016,4,28-05,Atlético-PR,Figueirense,2,1,MANDANTE,16.0,17.0,0.33,0.17,0.33,0.17
788,brasileiro-a,2016,4,28-05,Cruzeiro,América-MG,1,1,EMPATE,19.0,18.0,0.17,0.17,0.17,0.17
789,brasileiro-a,2016,3,26-05,Atlético-MG,Grêmio,0,3,VISITANTE,14.0,2.0,1.0,0.33,1.0,0.33
790,brasileiro-a,2016,3,26-05,Internacional,Sport Recife,1,0,MANDANTE,3.0,17.0,0.33,1.0,0.33,1.0
791,brasileiro-a,2016,3,26-05,Corinthians,Ponte Preta,3,0,MANDANTE,6.0,15.0,1.0,0.0,1.0,0.0
792,brasileiro-a,2016,3,25-05,Coritiba,São Paulo,1,1,EMPATE,9.0,8.0,0.0,0.0,0.0,0.0
793,brasileiro-a,2016,3,25-05,Palmeiras,Fluminense,2,0,MANDANTE,4.0,12.0,0.33,0.0,0.33,0.0
794,brasileiro-a,2016,3,25-05,Santa Cruz,Cruzeiro,4,1,MANDANTE,1.0,19.0,0.33,0.33,0.33,0.33
795,brasileiro-a,2016,3,25-05,América-MG,Vitória,1,1,EMPATE,18.0,13.0,1.0,0.0,1.0,0.0
796,brasileiro-a,2016,3,25-05,Flamengo,Chapecoense,2,2,EMPATE,10.0,5.0,1.0,0.0,1.0,0.0
797,brasileiro-a,2016,3,25-05,Botafogo,Atlético-PR,2,1,MANDANTE,11.0,20.0,0.33,0.33,0.33,0.33
798,brasileiro-a,2016,3,25-05,Figueirense,Santos,2,2,EMPATE,16.0,7.0,1.0,0.33,1.0,0.33
799,brasileiro-a,2016,2,22-05,Sport Recife,Botafogo,1,1,EMPATE,17.0,18.0,0.0,0.0,0.0,0.0
800,brasileiro-a,2016,2,22-05,Chapecoense,América-MG,3,1,MANDANTE,2.0,20.0,0.0,0.0,0.0,0.0
801,brasileiro-a,2016,2,22-05,Grêmio,Flamengo,1,0,MANDANTE,7.0,12.0,0.0,0.0,0.0,0.0
802,brasileiro-a,2016,2,22-05,São Paulo,Internacional,1,2,VISITANTE,9.0,6.0,0.0,0.0,0.0,0.0
803,brasileiro-a,2016,2,22-05,Vitória,Corinthians,3,2,MANDANTE,13.0,15.0,0.0,0.0,0.0,0.0
804,brasileiro-a,2016,2,22-05,Atlético-PR,Atlético-MG,1,1,EMPATE,19.0,4.0,0.0,0.0,0.0,0.0
805,brasileiro-a,2016,2,22-05,Santos,Coritiba,2,1,MANDANTE,11.0,10.0,0.0,0.0,0.0,0.0
806,brasileiro-a,2016,2,21-05,Cruzeiro,Figueirense,2,2,EMPATE,16.0,14.0,0.0,0.0,0.0,0.0
807,brasileiro-a,2016,2,21-05,Fluminense,Santa Cruz,2,2,EMPATE,3.0,1.0,0.0,0.0,0.0,0.0
808,brasileiro-a,2016,2,21-05,Ponte Preta,Palmeiras,2,1,MANDANTE,5.0,8.0,0.0,0.0,0.0,0.0
809,brasileiro-a,2016,1,15-05,Internacional,Chapecoense,0,0,EMPATE,12.0,8.0,0.0,0.0,0.0,0.0
810,brasileiro-a,2016,1,15-05,América-MG,Fluminense,0,1,VISITANTE,17.0,3.0,0.0,0.0,0.0,0.0
811,brasileiro-a,2016,1,15-05,Corinthians,Grêmio,0,0,EMPATE,13.0,9.0,0.0,0.0,0.0,0.0
812,brasileiro-a,2016,1,15-05,Figueirense,Ponte Preta,0,0,EMPATE,11.0,10.0,0.0,0.0,0.0,0.0
813,brasileiro-a,2016,1,15-05,Botafogo,São Paulo,0,1,VISITANTE,18.0,4.0,0.0,0.0,0.0,0.0
814,brasileiro-a,2016,1,15-05,Santa Cruz,Vitória,4,1,MANDANTE,2.0,19.0,0.0,0.0,0.0,0.0
815,brasileiro-a,2016,1,14-05,Coritiba,Cruzeiro,1,0,MANDANTE,5.0,14.0,0.0,0.0,0.0,0.0
816,brasileiro-a,2016,1,14-05,Atlético-MG,Santos,1,0,MANDANTE,6.0,15.0,0.0,0.0,0.0,0.0
817,brasileiro-a,2016,1,14-05,Flamengo,Sport Recife,1,0,MANDANTE,7.0,16.0,0.0,0.0,0.0,0.0
818,brasileiro-a,2016,1,14-05,Palmeiras,Atlético-PR,4,0,MANDANTE,1.0,20.0,0.0,0.0,0.0,0.0
819,brasileiro-a,2015,38,06-12,Atlético-MG,Chapecoense,3,0,MANDANTE,2.0,14.0,0.53,0.27,0.53,0.47
820,brasileiro-a,2015,38,06-12,Corinthians,Avaí,1,1,EMPATE,1.0,17.0,0.47,0.67,0.3,0.77
821,brasileiro-a,2015,38,06-12,Coritiba,Vasco,0,0,EMPATE,15.0,18.0,0.67,0.67,0.57,0.33
822,brasileiro-a,2015,38,06-12,Figueirense,Fluminense,1,0,MANDANTE,16.0,13.0,0.47,0.33,0.43,0.4
823,brasileiro-a,2015,38,06-12,Flamengo,Palmeiras,1,2,VISITANTE,12.0,9.0,0.13,0.33,0.2,0.27
824,brasileiro-a,2015,38,06-12,Goias,São Paulo,0,1,VISITANTE,19.0,4.0,0.6,0.47,0.57,0.23
825,brasileiro-a,2015,38,06-12,Internacional,Cruzeiro,2,0,MANDANTE,5.0,8.0,0.73,0.47,0.73,0.53
826,brasileiro-a,2015,38,06-12,Joinville,Grêmio,0,2,VISITANTE,20.0,3.0,0.6,0.07,0.57,0.27
827,brasileiro-a,2015,38,06-12,Ponte Preta,Sport Recife,0,1,VISITANTE,11.0,6.0,0.47,0.27,0.63,0.47
828,brasileiro-a,2015,38,06-12,Santos,Atlético-PR,5,1,MANDANTE,7.0,10.0,0.6,0.33,0.43,0.5
829,brasileiro-a,2015,37,29-11,Atlético-PR,Flamengo,3,0,MANDANTE,9.0,12.0,0.33,0.6,0.27,0.33
830,brasileiro-a,2015,37,29-11,Chapecoense,Goias,1,3,VISITANTE,14.0,19.0,0.27,0.6,0.23,0.53
831,brasileiro-a,2015,37,29-11,Palmeiras,Coritiba,0,2,VISITANTE,11.0,15.0,0.47,0.13,0.33,0.3
832,brasileiro-a,2015,37,29-11,Vasco,Santos,1,0,MANDANTE,18.0,7.0,0.4,0.53,0.5,0.57
833,brasileiro-a,2015,37,29-11,Cruzeiro,Joinville,3,0,MANDANTE,8.0,20.0,0.07,0.73,0.27,0.73
834,brasileiro-a,2015,37,29-11,Grêmio,Atlético-MG,2,1,MANDANTE,3.0,2.0,0.47,0.47,0.57,0.47
835,brasileiro-a,2015,37,29-11,Sport Recife,Corinthians,2,0,MANDANTE,6.0,1.0,0.87,0.47,0.87,0.53
836,brasileiro-a,2015,37,28-11,Avaí,Ponte Preta,1,0,MANDANTE,16.0,10.0,0.27,0.33,0.57,0.3
837,brasileiro-a,2015,37,28-11,Fluminense,Internacional,1,1,EMPATE,13.0,5.0,0.6,0.4,0.53,0.4
838,brasileiro-a,2015,37,28-11,São Paulo,Figueirense,3,2,MANDANTE,4.0,17.0,0.4,0.6,0.43,0.47
839,brasileiro-a,2015,36,22-11,Coritiba,Santos,1,0,MANDANTE,15.0,6.0,0.6,0.27,0.6,0.33
840,brasileiro-a,2015,36,22-11,Fluminense,Avaí,3,1,MANDANTE,14.0,17.0,0.33,0.2,0.4,0.3
841,brasileiro-a,2015,36,22-11,Sport Recife,Atlético-PR,0,0,EMPATE,7.0,12.0,0.53,0.6,0.3,0.53
842,brasileiro-a,2015,36,22-11,Flamengo,Ponte Preta,1,1,EMPATE,11.0,9.0,0.4,0.27,0.63,0.23
843,brasileiro-a,2015,36,22-11,Atlético-MG,Goias,2,2,EMPATE,2.0,19.0,0.2,0.4,0.2,0.53
844,brasileiro-a,2015,36,22-11,Corinthians,São Paulo,6,1,MANDANTE,1.0,4.0,0.67,0.87,0.5,0.77
845,brasileiro-a,2015,36,22-11,Figueirense,Chapecoense,0,0,EMPATE,16.0,13.0,0.73,0.33,0.53,0.4
846,brasileiro-a,2015,36,22-11,Internacional,Grêmio,1,0,MANDANTE,5.0,3.0,0.47,0.6,0.57,0.53
847,brasileiro-a,2015,36,22-11,Joinville,Vasco,1,2,VISITANTE,20.0,18.0,0.4,0.27,0.5,0.3
848,brasileiro-a,2015,36,21-11,Palmeiras,Cruzeiro,1,1,EMPATE,10.0,8.0,0.87,0.27,0.73,0.37
849,brasileiro-a,2015,35,19-11,Santos,Flamengo,0,0,EMPATE,5.0,11.0,0.2,0.53,0.3,0.57
850,brasileiro-a,2015,35,19-11,São Paulo,Atlético-MG,4,2,MANDANTE,4.0,2.0,0.6,0.47,0.57,0.5
851,brasileiro-a,2015,35,19-11,Vasco,Corinthians,1,1,EMPATE,19.0,1.0,1.0,0.4,0.83,0.57
852,brasileiro-a,2015,35,19-11,Chapecoense,Internacional,1,0,MANDANTE,13.0,6.0,0.6,0.6,0.63,0.43
853,brasileiro-a,2015,35,19-11,Grêmio,Fluminense,1,0,MANDANTE,3.0,14.0,0.4,0.47,0.3,0.47
854,brasileiro-a,2015,35,18-11,Atlético-PR,Palmeiras,3,3,EMPATE,12.0,10.0,0.2,0.53,0.43,0.27
855,brasileiro-a,2015,35,18-11,Avaí,Joinville,2,1,MANDANTE,16.0,20.0,0.47,0.13,0.3,0.4
856,brasileiro-a,2015,35,18-11,Ponte Preta,Figueirense,0,1,VISITANTE,9.0,15.0,0.33,0.6,0.3,0.73
857,brasileiro-a,2015,35,18-11,Goias,Coritiba,1,3,VISITANTE,18.0,17.0,0.07,0.2,0.23,0.2
858,brasileiro-a,2015,35,15-11,Cruzeiro,Sport Recife,3,0,MANDANTE,8.0,7.0,0.8,0.73,0.63,0.67
859,brasileiro-a,2015,34,08-11,Sport Recife,Grêmio,1,0,MANDANTE,7.0,3.0,0.53,0.6,0.5,0.53
860,brasileiro-a,2015,34,08-11,Joinville,Santos,0,0,EMPATE,20.0,4.0,0.67,0.4,0.63,0.3
861,brasileiro-a,2015,34,08-11,Cruzeiro,São Paulo,2,1,MANDANTE,10.0,5.0,0.67,0.6,0.5,0.57
862,brasileiro-a,2015,34,08-11,Figueirense,Atlético-MG,0,1,VISITANTE,15.0,2.0,0.6,0.53,0.57,0.33
863,brasileiro-a,2015,34,08-11,Flamengo,Goias,4,1,MANDANTE,11.0,17.0,0.2,0.2,0.3,0.3
864,brasileiro-a,2015,34,08-11,Palmeiras,Vasco,0,2,VISITANTE,9.0,19.0,0.27,0.2,0.57,0.43
865,brasileiro-a,2015,34,07-11,Fluminense,Chapecoense,2,3,VISITANTE,13.0,14.0,0.6,0.4,0.37,0.33
866,brasileiro-a,2015,34,07-11,Atlético-PR,Avaí,2,1,MANDANTE,12.0,16.0,0.2,0.33,0.4,0.2
867,brasileiro-a,2015,34,07-11,Corinthians,Coritiba,2,1,MANDANTE,1.0,18.0,0.07,0.87,0.27,0.77
868,brasileiro-a,2015,34,07-11,Internacional,Ponte Preta,1,0,MANDANTE,6.0,8.0,0.67,0.6,0.73,0.63
869,brasileiro-a,2015,33,01-11,Goias,Internacional,2,1,MANDANTE,17.0,6.0,0.6,0.0,0.63,0.2
870,brasileiro-a,2015,33,01-11,Vasco,Fluminense,0,1,VISITANTE,20.0,12.0,0.4,0.47,0.23,0.57
871,brasileiro-a,2015,33,01-11,Atlético-MG,Corinthians,0,3,VISITANTE,2.0,1.0,0.87,0.67,0.7,0.67
872,brasileiro-a,2015,33,01-11,Chapecoense,Atlético-PR,0,0,EMPATE,14.0,13.0,0.27,0.53,0.2,0.37
873,brasileiro-a,2015,33,01-11,Grêmio,Flamengo,2,0,MANDANTE,3.0,11.0,0.2,0.53,0.4,0.5
874,brasileiro-a,2015,33,01-11,Santos,Palmeiras,2,1,MANDANTE,4.0,9.0,0.27,0.67,0.47,0.57
875,brasileiro-a,2015,33,31-10,Coritiba,Figueirense,1,1,EMPATE,18.0,15.0,0.47,0.0,0.3,0.33
876,brasileiro-a,2015,33,31-10,Avaí,Cruzeiro,1,1,EMPATE,16.0,10.0,0.73,0.13,0.63,0.37
877,brasileiro-a,2015,33,31-10,Ponte Preta,Joinville,1,0,MANDANTE,7.0,19.0,0.47,0.67,0.33,0.67
878,brasileiro-a,2015,33,31-10,São Paulo,Sport Recife,3,0,MANDANTE,5.0,8.0,0.8,0.53,0.57,0.5
879,brasileiro-a,2015,32,25-10,Atlético-MG,Ponte Preta,2,1,MANDANTE,2.0,9.0,0.87,0.67,0.67,0.57
880,brasileiro-a,2015,32,25-10,Goias,Cruzeiro,0,1,VISITANTE,18.0,11.0,0.73,0.2,0.63,0.3
881,brasileiro-a,2015,32,25-10,Chapecoense,Avaí,0,0,EMPATE,14.0,16.0,0.27,0.47,0.33,0.33
882,brasileiro-a,2015,32,25-10,Corinthians,Flamengo,1,0,MANDANTE,1.0,10.0,0.2,0.87,0.5,0.7
883,brasileiro-a,2015,32,25-10,Coritiba,São Paulo,1,2,VISITANTE,17.0,5.0,0.33,0.2,0.43,0.37
884,brasileiro-a,2015,32,25-10,Vasco,Grêmio,0,0,EMPATE,20.0,3.0,0.47,0.6,0.57,0.53
885,brasileiro-a,2015,32,24-10,Palmeiras,Sport Recife,0,2,VISITANTE,8.0,7.0,0.6,0.47,0.5,0.47
886,brasileiro-a,2015,32,24-10,Figueirense,Santos,0,0,EMPATE,15.0,4.0,0.6,0.47,0.63,0.27
887,brasileiro-a,2015,32,24-10,Internacional,Joinville,1,0,MANDANTE,6.0,19.0,0.47,0.47,0.37,0.63
888,brasileiro-a,2015,32,24-10,Fluminense,Atlético-PR,0,1,VISITANTE,13.0,12.0,0.07,0.4,0.2,0.23
889,brasileiro-a,2015,31,18-10,Sport Recife,Atlético-MG,4,1,MANDANTE,9.0,2.0,0.67,0.47,0.67,0.4
890,brasileiro-a,2015,31,18-10,Grêmio,Chapecoense,2,3,VISITANTE,3.0,14.0,0.33,0.67,0.23,0.6
891,brasileiro-a,2015,31,18-10,Santos,Goias,3,1,MANDANTE,4.0,18.0,0.2,0.6,0.3,0.63
892,brasileiro-a,2015,31,18-10,Atlético-PR,Corinthians,1,4,VISITANTE,13.0,1.0,0.67,0.07,0.7,0.3
893,brasileiro-a,2015,31,18-10,Flamengo,Internacional,0,1,VISITANTE,10.0,7.0,0.47,0.2,0.53,0.6
894,brasileiro-a,2015,31,18-10,São Paulo,Vasco,2,2,EMPATE,6.0,20.0,0.6,0.33,0.5,0.5
895,brasileiro-a,2015,31,18-10,Cruzeiro,Fluminense,2,0,MANDANTE,11.0,12.0,0.4,0.6,0.23,0.53
896,brasileiro-a,2015,31,18-10,Ponte Preta,Coritiba,3,0,MANDANTE,8.0,17.0,0.4,0.87,0.4,0.57
897,brasileiro-a,2015,31,17-10,Joinville,Figueirense,1,0,MANDANTE,19.0,15.0,0.47,0.33,0.37,0.27
898,brasileiro-a,2015,31,17-10,Avaí,Palmeiras,1,3,VISITANTE,16.0,5.0,0.47,0.47,0.47,0.43
899,brasileiro-a,2015,30,15-10,Grêmio,Santos,1,0,MANDANTE,3.0,4.0,0.6,0.47,0.73,0.53
900,brasileiro-a,2015,30,15-10,Corinthians,Goias,3,0,MANDANTE,1.0,18.0,0.2,0.67,0.4,0.7
901,brasileiro-a,2015,30,15-10,Vasco,Chapecoense,1,1,EMPATE,19.0,14.0,0.27,0.73,0.2,0.47
902,brasileiro-a,2015,30,14-10,Atlético-PR,Cruzeiro,2,2,EMPATE,12.0,13.0,0.6,0.0,0.5,0.27
903,brasileiro-a,2015,30,14-10,Fluminense,São Paulo,2,0,MANDANTE,11.0,5.0,0.53,0.2,0.5,0.13
904,brasileiro-a,2015,30,14-10,Figueirense,Flamengo,3,0,MANDANTE,15.0,7.0,0.4,0.27,0.7,0.37
905,brasileiro-a,2015,30,14-10,Joinville,Coritiba,3,1,MANDANTE,20.0,17.0,0.4,0.13,0.5,0.27
906,brasileiro-a,2015,30,14-10,Palmeiras,Ponte Preta,0,1,VISITANTE,6.0,9.0,0.87,0.67,0.5,0.47
907,brasileiro-a,2015,30,14-10,Atlético-MG,Internacional,2,1,MANDANTE,2.0,8.0,0.67,0.53,0.63,0.67
908,brasileiro-a,2015,30,14-10,Sport Recife,Avaí,3,0,MANDANTE,10.0,16.0,0.67,0.47,0.43,0.3
909,brasileiro-a,2015,29,04-10,Chapecoense,Palmeiras,5,1,MANDANTE,14.0,6.0,0.67,0.13,0.57,0.2
910,brasileiro-a,2015,29,04-10,Cruzeiro,Grêmio,0,0,EMPATE,13.0,3.0,0.47,0.53,0.6,0.5
911,brasileiro-a,2015,29,04-10,Goias,Figueirense,2,3,VISITANTE,17.0,18.0,0.13,0.4,0.27,0.5
912,brasileiro-a,2015,29,04-10,Ponte Preta,Corinthians,2,2,EMPATE,9.0,1.0,0.67,0.8,0.77,0.5
913,brasileiro-a,2015,29,04-10,Santos,Fluminense,3,1,MANDANTE,4.0,12.0,0.27,0.6,0.23,0.67
914,brasileiro-a,2015,29,04-10,Avaí,Vasco,1,1,EMPATE,15.0,19.0,0.87,0.6,0.43,0.4
915,brasileiro-a,2015,29,04-10,Flamengo,Joinville,2,0,MANDANTE,7.0,20.0,0.2,0.4,0.27,0.6
916,brasileiro-a,2015,29,03-10,São Paulo,Atlético-PR,1,0,MANDANTE,5.0,11.0,0.07,0.33,0.3,0.4
917,brasileiro-a,2015,29,03-10,Coritiba,Atlético-MG,0,3,VISITANTE,16.0,2.0,0.53,0.47,0.57,0.6
918,brasileiro-a,2015,29,03-10,Internacional,Sport Recife,2,1,MANDANTE,8.0,10.0,0.47,0.67,0.33,0.57
